Experiment_ID,Benchmark_ID,00_Distribution,00_Error,00_Integrity,00_SIS,01_Distribution,01_Error,01_Integrity,01_SIS,02_Distribution,02_Error,02_Integrity,02_SIS,03_Distribution,03_Error,03_Integrity,03_SIS,04_Distribution,04_Error,04_Integrity,04_SIS,05_Distribution,05_Error,05_Integrity,05_SIS,06_Distribution,06_Error,06_Integrity,06_SIS,07_Distribution,07_Error,07_Integrity,07_SIS,08_Distribution,08_Error,08_Integrity,08_SIS,09_Distribution,09_Error,09_Integrity,09_SIS,10_Distribution,10_Error,10_Integrity,10_SIS,11_Distribution,11_Error,11_Integrity,11_SIS,12_Distribution,12_Error,12_Integrity,12_SIS,13_Distribution,13_Error,13_Integrity,13_SIS,14_Distribution,14_Error,14_Integrity,14_SIS,15_Distribution,15_Error,15_Integrity,15_SIS,Error,Time,best_fuzz,best_sis,?Solved
53,spider_bak-company_office-0003.txt,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,,1.4,0.0,0.0,True
54,spider_bak-company_office-0003.txt,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,,1.38,0.0,25.0,False
55,spider_bak-company_office-0003.txt,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,,1.45,0.0,0.0,True
56,spider_bak-music_4-0025.txt,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,,1.38,2.0,0.0,True
57,spider_bak-music_4-0025.txt,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,,1.39,2.0,0.0,True
58,spider_bak-music_4-0025.txt,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,,1.5,0.0,0.0,True
59,spider_bak-customers_and_addresses-0020.txt,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,,1.15,0.0,0.0,False
60,spider_bak-customers_and_addresses-0020.txt,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,,1.72,0.0,0.0,False
61,spider_bak-customers_and_addresses-0020.txt,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,,1.46,0.0,0.0,False
62,spider_bak-ship_1-0008.txt,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,,1.15,0.0,25.0,False
63,spider-scientist_1-0003.txt,"25,25",,Length constraint vi...,0.0,50,,Valid,25.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,,0.88,0.0,0.0,False
64,spider-scientist_1-0003.txt,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,,1.19,0.0,25.0,False
65,spider-scientist_1-0003.txt,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,,1.09,0.0,0.0,False
66,spider-scientist_1-0003.txt,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,,1.15,0.0,0.0,False
67,spider-scientist_1-0003.txt,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Valid,0.0,,1.09,0.0,0.0,True
68,spider-scientist_1-0003.txt,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,50,,Valid,25.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,,1.22,0.0,0.0,False
69,spider-mountain_photos-0013.txt,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,,1.42,0.0,0.0,True
70,spider-mountain_photos-0013.txt,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,,1.96,0.0,0.0,True
71,spider-mountain_photos-0013.txt,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,,1.51,0.0,25.0,False
72,spider-customers_and_products_contacts-0008.txt,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,,1.51,0.0,25.0,False
73,spider-customers_and_products_contacts-0008.txt,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,,1.6,0.0,25.0,False
74,spider-customers_and_products_contacts-0008.txt,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,,1.79,0.0,25.0,False
75,spider-theme_gallery-0004.txt,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,,1.32,0.0,25.0,False
76,spider-theme_gallery-0004.txt,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,,1.41,0.0,25.0,False
77,spider-theme_gallery-0004.txt,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,,1.55,0.0,25.0,False
78,spider_bak-mountain_photos-0002.txt,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,,1.01,2.0,0.0,True
79,spider-match_season-0008.txt,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,,1.17,0.0,25.0,False
80,spider-tracking_share_transactions-0016.txt,50,,Valid,25.0,50,,Valid,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Length constraint vi...,25.0,50,,Valid,25.0,50,,Length constraint vi...,25.0,50,,Valid,25.0,50,,Length constraint vi...,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,,1.42,0.0,25.0,False
81,db2csv-dog_kennels-0039_dev.txt,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,,1.92,0.0,25.0,False
82,db2csv-poker_player-0017_dev.txt,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,,1.24,0.0,0.0,True
83,db2csv-poker_player-0017_dev.txt,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,,1.24,0.0,0.0,True
84,db2csv-poker_player-0017_dev.txt,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,50,,Valid,25.0,,1.19,0.0,0.0,True
85,db2csv-poker_player-0017_dev.txt,"25,25",,Valid,0.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,,1.3,0.0,0.0,True
86,db2csv-poker_player-0017_dev.txt,50,,Valid,25.0,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,,1.16,1.0,0.0,True
87,db2csv-poker_player-0017_dev.txt,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,,1.37,0.0,0.0,True
88,db2csv-poker_player-0017_dev.txt,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,,1.26,0.0,0.0,True
89,db2csv-poker_player-0017_dev.txt,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,,1.23,0.0,0.0,True
90,db2csv-poker_player-0017_dev.txt,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,,1.27,0.0,0.0,True
91,db2csv-poker_player-0017_dev.txt,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,50,,Valid,25.0,,1.37,3.0,0.0,True
92,spider-news_report-0010.txt,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,,1.33,0.0,25.0,False
93,spider-news_report-0010.txt,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,,1.26,0.0,25.0,False
94,spider-news_report-0010.txt,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,,1.41,0.0,25.0,False
95,db2csv-dog_kennels-0029_dev.txt,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,,1.67,1.0,0.0,False
96,db2csv-dog_kennels-0029_dev.txt,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,,1.82,1.0,0.0,False
97,db2csv-dog_kennels-0029_dev.txt,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,,1.7,2.0,0.0,False
98,spider_bak-county_public_safety-0002.txt,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,,0.88,0.0,0.0,True
99,spider-gas_company-0022.txt,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,,1.27,0.0,25.0,False
100,spider_bak-company_office-0002.txt,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,,0.86,0.0,0.0,True
101,spider_bak-music_4-0018.txt,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,,1.06,3.0,0.0,True
102,spider_bak-book_2-0003.txt,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,,0.82,1.0,0.0,True
103,spider_bak-body_builder-0008.txt,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,,1.08,0.0,0.0,True
104,spider_bak-body_builder-0008.txt,"25,25",,Valid,0.0,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,,1.18,0.0,0.0,True
